Index,Joueur,Age,Equipe,Position,Ligue,Matchs joues,Titularisations,Minutes jouees,Nombre de matchs de 90 minutes,Buts,Passes decisives,Buts + Passes decisives,Buts hors penalty,Penaltys marques,Penaltys tentes,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus hors penalty (npxG),Passes decisives attendues (xAG),Somme des buts et passes attendus hors penalty,Courses progressives,Passes progressives,Receptions progressives,Buts par 90 minutes,Passes decisives par 90 minutes,Buts + Passes par 90 minutes,Buts hors penalty par 90 minutes,Buts + Passes hors penalty par 90 minutes,Buts attendus par 90 minutes,Passes decisives attendues par 90 minutes,Buts et passes attendus par 90 minutes,Buts attendus hors penalty par 90 minutes,Somme des contributions attendues par 90 minutes,Matchs de 90 minutes,Actions menant a un tir,Actions menant a un tir par 90 minutes,Actions menant a un tir via passe,Actions menant a un tir via passe arretee,Actions menant a un tir via dribble reussi,Actions menant a un tir via une tentative de tir,Actions menant a un tir via une faute subie,Actions menant a un tir via action d�fensive,Actions menant a un but,Actions menant a un but par 90 minutes,Actions menant a un but via passe,Actions menant a un but via passe arretee,Actions menant a un but via dribble reussi,Actions menant a un but via une tentative de tir,Actions menant a un but via une faute subie,Actions menant a un but via action defensive,Passes reussies,Passes tentees,Pourcentage de passes reussies,Distance totale des passes,Distance progressive des passes,Passes courtes reussies,Passes courtes tentees,Pourcentage de passes courtes reussies,Passes moyennes reussies,Passes moyennes tentees,Pourcentage de passes moyennes reussies,Passes longues reussies,Passes longues tentees,Pourcentage de passes longues reussies,Difference entre passes et passes attendues,Passes cles,Passes dans le dernier tiers,Passes dans la surface de r�paration,Centres dans la surface,Passes progressives.1,Deuxi�me carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres tentes,Interceptions,Tacles reussis,Penaltys obtenus,Penaltys concedes,Buts contre son camp,Ballons recuperes,Duels aeriens gagnes,Duels aeriens perdus,Pourcentage de duels aeriens gagnes,Tirs,Tirs cadres,Pourcentage de tirs cadres,Tirs par 90 minutes,Tirs cadres par 90 minutes,Buts par tir,Buts par tir cadre,Distance moyenne des tirs,Coups francs tentes,Penaltys marques.1,Penaltys tentes.1,Buts attendus hors penalty par tir,Difference entre buts marques et attendus,Difference entre buts hors penalty marques et attendus,Tacles,Tacles reussis.1,Tacles dans le tiers d�fensif,Tacles dans le tiers median,Tacles dans le tiers offensif,Duels defensifs gagnes,Duels defensifs tentes,Pourcentage de duels gagnes,Duels perdus,Contres,Tirs contres,Passes bloquees,Interceptions.1,Total tacles + interceptions,Degagements,Erreurs menant a un tir,Minutes par match joue,Pourcentage de minutes jouees,Titularisations.1,Minutes par titularisation,Matchs complets,Remplacements,Minutes par entree en jeu,Matchs non joues,Points par match,Succes d equipe buts marques,Succes d equipe buts concedes,Succes d'�quipe �,Succes d equipe +/-90,Succes d equipe On-Off,Succes d equipe (xG) buts attendus marques,Succes d equipe (xG) buts attendus concedes,Succes d equipe (xG) difference xG (xG+/-),Succes d equipe (xG) difference xG par 90 minutes (xG+/-90),Succes d equipe (xG) On-Off,Touches de balle,Touches de balle surface defensive,Touches de balle tiers defensif,Touches de balle tiers median,Touches de balle tiers offensif,Touches de balle surface offensive,Touches de balle en jeu,Dribbles tentes,Dribbles reussis,Pourcentage de dribbles reussis,Dribbles arretes par l adversaire,Pourcentage de dribbles arretes,Portees de balle,Distance totale des portees de balle,Distance progressive des portees de balle,Portees progressives,Portees dans le dernier tiers,Portees jusqu a la surface de reparation
2025,Federico Ravaglia,25,Bologna,Gardien,Serie A,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,221,281,78,5515,3577,41,41,100,129,129,100,50,110,45,0,1,9,0,0,0,0,0,2,0,0,0,0,0,0,0,9,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,90,30,7,90,7,0,0,16,2,10,7,3,0,0,7,5,2,0,0,288,214,284,4,0,0,288,1,1,100,0,0,190,1001,534,0,0,0
2026,Rayan Raveloson,28,Auxerre,Milieu,Ligue 1,13,7,724,8,1,0,1,1,0,0,3,0,0,0,0,1,5,31,12,0,0,0,0,0,0,0,0,0,0,8,17,2,12,2,0,2,1,0,0,0,0,0,0,0,0,0,271,313,86,5021,1334,117,124,94,104,115,90,44,56,78,0,3,19,6,0,31,0,9,12,0,8,5,5,0,0,0,44,8,9,47,16,5,31,1,0,0,0,21,1,0,0,0,0,0,6,5,2,4,0,5,15,33,10,8,7,1,5,11,22,0,56,38,7,83,5,6,24,3,1,13,17,-4,0,0,11,16,-4,0,0,401,30,109,230,67,11,401,13,7,53,5,38,216,1071,393,5,5,1
2027,David Raya,29,Arsenal,Gardien,Premier League,24,24,2160,24,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,24,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,629,875,71,15967,11174,163,165,98,315,320,98,151,387,39,0,0,32,1,0,5,0,1,6,0,0,1,0,0,1,0,17,8,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,12,4,90,100,24,90,24,0,0,0,2,49,22,27,1,0,38,21,17,0,0,916,566,871,45,0,0,916,0,0,0,0,0,571,2859,1708,0,0,0
2028,Abderrahman Rebbach,26,Alavés,Attaquant,La Liga,8,4,385,4,0,0,0,0,0,0,1,0,0,0,0,0,16,5,34,0,0,0,0,0,0,0,0,0,0,4,10,2,7,0,1,2,0,0,0,0,0,0,0,0,0,0,74,118,62,1234,255,41,58,70,24,35,68,8,17,47,0,6,2,5,3,5,0,5,6,2,17,0,2,0,0,0,16,1,11,8,6,1,16,1,0,0,0,20,0,0,0,0,0,0,3,2,3,0,0,0,6,0,6,4,0,4,0,3,6,0,48,18,4,75,1,4,22,10,1,6,7,-1,0,0,4,5,-1,0,0,173,4,27,62,85,18,173,14,3,21,9,64,103,674,389,16,6,7
2029,Ante Rebić,31,Lecce,Attaquant,Serie A,18,6,538,6,1,0,1,1,0,0,3,1,1,1,1,3,12,24,44,0,0,0,0,0,0,0,0,0,0,6,25,4,14,6,3,0,2,0,0,0,0,0,0,0,0,0,122,197,61,1743,641,72,96,75,29,50,58,11,20,55,-1,15,12,11,3,24,0,14,9,5,26,0,6,0,0,0,21,19,21,47,10,2,20,1,0,0,0,13,0,0,0,0,0,0,8,6,4,2,2,2,7,28,5,3,1,2,0,8,3,0,30,24,6,58,0,12,16,3,0,5,10,-5,0,0,7,7,0,0,0,275,4,33,105,141,26,275,21,7,33,11,52,141,777,344,12,7,4
2030,Harrison Reed,30,Fulham,Milieu,Premier League,8,0,61,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,39,71,418,111,16,18,88,9,11,81,2,4,50,0,1,0,1,0,3,0,5,2,0,5,1,2,0,0,0,8,1,1,50,1,0,0,1,0,0,0,28,0,0,0,0,0,0,5,2,2,2,1,0,2,0,2,1,0,1,1,6,2,0,8,2,0,0,0,8,8,7,1,1,2,-1,-1,-1,0,2,-2,-3,-3,56,1,7,19,31,4,56,1,0,0,0,0,22,70,17,1,1,0
2031,Remy Rees-Dottin,18,Bournemouth,Attaquant,Premier League,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,Sergio Reguilón,28,Tottenham,Défenseur,Premier League,3,0,123,1,0,0,0,0,0,0,2,0,0,0,0,0,4,12,10,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73,105,69,1144,410,33,44,75,36,47,76,3,9,33,0,1,11,2,1,12,0,2,5,0,10,2,3,0,0,0,9,5,2,71,1,0,0,0,0,0,0,5,0,0,0,0,0,0,4,3,1,3,0,2,3,66,1,4,0,4,2,6,3,0,41,5,0,0,0,3,41,8,0,0,1,-1,0,-1,1,1,0,0,0,121,2,28,61,33,3,121,4,2,50,0,0,64,293,180,4,2,1
2033,Bobby Reid,32,Leicester City,Attaquant,Premier League,16,4,442,4,1,2,3,1,0,0,1,0,0,0,1,1,8,11,27,0,0,0,0,0,0,0,0,0,0,4,11,2,7,0,0,2,2,0,3,0,1,0,0,1,1,0,99,142,69,1307,402,58,73,79,29,39,74,2,9,22,0,6,8,3,0,11,0,6,8,2,10,0,3,1,0,0,18,3,9,25,5,2,40,1,0,0,0,25,0,0,0,0,0,0,5,3,1,4,0,3,8,37,5,6,1,5,0,5,4,0,28,20,4,77,0,12,11,6,0,9,10,-1,0,1,6,9,-3,0,0,186,9,31,80,75,13,186,7,0,0,5,71,114,530,270,8,4,4
2034,Tijjani Reijnders,26,Milan,Milieu,Serie A,22,21,1778,19,7,2,9,7,0,0,2,1,3,3,2,6,69,131,76,0,0,0,0,0,0,0,0,0,0,19,63,3,40,11,6,4,2,0,8,0,4,1,1,2,0,0,752,864,87,12595,3462,347,380,91,318,350,90,62,88,70,0,30,79,30,1,131,0,16,12,0,34,22,10,1,0,0,71,3,11,21,44,19,43,2,0,0,0,20,1,0,0,0,3,3,16,10,4,8,4,7,18,38,11,9,2,7,22,38,15,2,81,85,21,83,16,1,32,0,1,33,21,12,0,0,32,21,11,0,0,1042,26,136,551,365,51,1042,45,25,55,17,37,675,4533,2395,69,59,20
2035,Pepe Reina,42,Como,Gardien,Serie A,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,234,311,75,6015,4357,55,55,100,112,115,97,67,141,47,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,11,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,90,41,10,90,10,0,0,14,1,9,12,-3,0,0,10,8,2,0,0,326,262,325,1,0,0,326,1,0,0,0,0,213,1202,642,0,0,0
2036,Rocco Reitz,22,Gladbach,Milieu,Bundesliga,19,14,1254,13,1,1,2,1,0,0,1,0,1,1,1,2,13,70,19,0,0,0,0,0,0,0,0,0,0,13,33,2,25,0,1,0,2,5,4,0,4,0,0,0,0,0,518,644,80,8884,3211,246,278,88,208,251,82,49,77,63,0,13,52,13,3,70,0,13,32,0,14,39,15,0,0,0,71,12,13,48,16,5,31,1,0,0,0,17,0,0,0,0,0,0,37,15,15,19,3,16,28,57,12,20,7,13,39,76,36,1,66,66,14,82,2,5,22,0,1,23,20,3,0,0,20,24,-4,0,0,859,48,257,479,133,24,859,28,12,42,14,50,471,2254,971,13,12,1
2037,Nicolai Remberg,24,Holstein Kiel,Milieu,Bundesliga,20,14,1367,15,0,1,1,0,0,0,6,0,0,0,0,1,13,50,21,0,0,0,0,0,0,0,0,0,0,15,20,1,18,0,0,2,0,0,3,0,3,0,0,0,0,0,391,529,73,7490,2053,146,185,78,192,236,81,46,79,58,0,6,40,9,2,50,0,30,26,2,7,13,17,0,0,2,51,55,29,65,14,2,14,0,0,0,0,18,0,0,0,0,0,0,31,17,16,12,3,13,22,59,9,28,10,18,13,44,53,0,68,72,14,90,14,6,18,0,0,24,39,-15,0,0,16,25,-9,0,0,729,65,231,416,92,13,729,10,2,20,6,60,273,1340,641,13,11,0
2038,Álex Remiro,29,Real Sociedad,Gardien,La Liga,23,23,2070,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,605,797,75,17259,12224,88,88,100,316,323,97,201,382,52,0,1,9,0,0,1,0,0,2,0,0,0,0,0,0,0,41,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,3,90,100,23,90,23,0,0,0,1,20,20,0,0,0,27,24,3,0,0,841,705,833,8,0,0,841,0,0,0,0,0,465,2217,1119,0,0,0
2039,Devyne Rensch,22,Roma,Défenseur,Serie A,3,3,193,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6,12,0,0,0,0,0,0,0,0,0,0,2,5,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,80,94,85,1108,307,51,56,91,24,28,85,2,5,40,0,0,2,3,1,6,0,1,4,0,4,4,6,0,0,0,3,5,4,55,1,1,100,0,0,0,0,21,0,0,0,0,0,0,9,6,1,7,1,5,6,83,1,2,0,2,4,13,4,1,64,8,3,64,0,0,0,0,2,2,2,0,0,0,3,1,1,0,0,117,3,27,53,37,4,117,1,0,0,0,0,47,191,69,1,2,1
2040,Guillaume Restes,19,Toulouse,Gardien,Ligue 1,20,20,1781,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,435,578,75,10039,6835,121,122,99,224,226,99,86,226,38,0,0,4,0,0,0,0,1,2,0,0,1,1,0,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,2,100,0,0,0,0,1,3,13,1,89,94,20,89,19,0,0,0,1,21,22,-1,0,0,27,20,7,0,0,621,461,616,3,2,0,621,1,0,0,1,100,371,1768,1000,0,0,0
2041,Mateo Retegui,25,Atalanta,Attaquant,Serie A,22,18,1316,14,20,3,23,18,2,3,2,0,11,9,2,11,11,23,114,1,0,1,1,1,0,0,0,0,0,14,44,3,35,0,1,4,4,0,8,0,6,0,0,1,1,0,251,327,76,3438,502,156,185,84,76,94,80,9,16,56,0,22,15,4,0,23,0,14,22,3,10,2,4,2,0,0,36,30,37,44,62,25,40,4,1,0,0,12,1,2,3,0,8,8,8,4,0,4,4,2,7,28,5,3,0,3,2,10,7,0,60,60,18,68,3,4,21,0,2,42,18,24,1,1,26,14,12,0,0,492,8,13,202,281,106,489,17,4,23,10,58,311,1208,299,11,9,3
2042,Elvis Rexhbeçaj,27,Augsburg,Milieu,Bundesliga,18,18,1395,15,1,1,2,1,0,0,7,0,1,1,0,1,25,79,66,0,0,0,0,0,0,0,0,0,0,15,43,2,25,10,0,5,3,0,4,0,4,0,0,0,0,0,346,504,68,5642,1800,168,200,84,145,193,75,24,62,38,0,12,31,18,2,79,0,8,33,1,63,13,18,0,0,0,67,5,14,26,19,5,26,1,0,0,0,19,1,0,0,0,0,0,24,18,7,13,4,13,32,40,19,31,6,25,13,37,16,1,78,73,18,78,8,0,0,0,1,22,30,-8,0,0,16,24,-7,0,0,667,23,103,304,269,23,667,26,9,34,13,50,329,1520,721,25,18,6
2043,Gio Reyna,22,Dortmund,Milieu,Bundesliga,11,1,175,1,2,0,2,2,0,0,2,0,0,0,0,0,3,10,11,1,0,1,1,1,0,0,0,0,0,1,5,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,86,115,74,1353,353,48,57,84,28,39,71,9,14,64,0,2,4,4,3,10,0,5,1,0,12,0,0,0,0,0,10,4,3,57,3,2,66,1,1,0,1,18,0,0,0,0,1,1,2,0,1,0,1,1,2,50,1,2,0,2,0,2,6,0,16,9,1,75,0,10,10,2,1,5,2,3,1,1,3,1,1,0,0,143,4,14,63,67,3,143,3,2,66,1,33,82,402,184,3,3,0
2044,Chadi Riad,21,Crystal Palace,Défenseur,Premier League,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,82,85,1411,568,24,28,85,38,41,92,8,13,61,0,0,8,1,0,7,0,1,0,0,0,2,2,0,0,0,4,2,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,1,2,3,66,1,0,0,0,2,7,0,0,90,4,1,90,1,0,0,5,0,0,2,-2,-2,-2,1,1,0,0,0,90,5,41,49,1,0,90,0,0,0,0,0,58,318,232,2,0,0
2045,Alexsandro Ribeiro,25,Lille,Défenseur,Ligue 1,18,18,1620,18,0,1,1,0,0,0,6,0,0,0,0,1,19,135,5,0,0,0,0,0,0,0,0,0,0,18,24,1,22,0,0,1,0,1,4,0,4,0,0,0,0,0,1292,1426,90,25630,8990,374,401,93,794,843,94,111,161,68,0,3,143,4,1,135,0,12,17,2,5,21,12,0,1,0,104,36,10,78,12,3,25,0,0,0,0,10,0,0,0,0,0,0,20,12,10,9,1,16,25,64,9,13,7,6,21,41,76,1,90,85,18,90,18,0,0,1,1,29,16,13,0,1,29,22,6,0,0,1596,156,608,922,79,25,1596,4,2,50,2,50,1045,5362,3403,19,17,0
2046,Samuele Ricci,23,Torino,Milieu,Serie A,24,24,2030,22,1,1,2,1,0,0,5,0,1,1,0,1,32,78,27,0,0,0,0,0,0,0,0,0,0,22,38,1,34,2,0,0,2,0,4,0,4,0,0,0,0,0,841,962,87,14337,3023,369,408,90,408,452,90,49,75,65,0,10,72,10,0,78,0,25,51,0,23,18,15,0,0,0,101,9,13,40,19,6,31,0,0,0,0,25,0,0,0,0,0,0,27,15,13,9,5,14,19,73,5,16,7,9,18,45,33,2,85,94,24,85,16,0,0,0,1,23,26,-3,0,0,19,28,-8,0,0,1140,54,251,684,220,17,1140,20,6,30,12,60,704,4085,1951,32,28,5
2047,Declan Rice,26,Arsenal,Milieu,Premier League,22,20,1741,19,1,5,6,1,0,0,5,1,1,1,5,6,61,130,55,0,0,0,0,0,0,0,0,0,0,19,69,3,37,21,3,2,5,1,7,0,4,2,0,1,0,0,905,1085,83,15815,4215,432,465,92,364,402,90,91,179,50,0,38,90,24,3,130,1,15,12,1,117,16,15,0,0,0,93,22,17,56,24,7,29,1,0,0,0,20,0,0,0,0,0,0,34,15,11,17,6,11,25,44,14,16,9,7,16,50,25,0,79,80,20,85,14,2,23,1,2,39,19,20,1,0,31,16,15,0,0,1248,40,208,596,453,41,1248,19,8,42,10,52,660,4215,2261,61,39,10
2048,Chris Richards,24,Crystal Palace,Défenseur,Premier League,13,11,978,10,0,0,0,0,0,0,1,0,0,0,0,0,3,23,1,0,0,0,0,0,0,0,0,0,0,10,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,381,471,80,6758,2408,158,180,87,186,206,90,33,67,49,0,2,15,0,0,23,0,7,3,1,1,9,16,0,0,0,31,18,25,41,4,3,75,0,0,0,0,12,0,0,0,0,0,0,25,16,15,8,2,14,23,60,9,20,6,14,9,34,58,0,75,45,11,88,8,2,6,5,1,12,14,-2,0,0,14,15,-1,0,0,601,67,312,263,29,8,601,3,0,0,3,100,282,1216,570,3,2,0
2049,Amir Richardson,23,Fiorentina,Milieu,Serie A,16,5,614,6,0,0,0,0,0,0,3,0,0,0,0,0,11,27,9,0,0,0,0,0,0,0,0,0,0,6,14,2,12,0,1,0,1,0,3,0,2,0,0,0,1,0,310,354,87,4957,1034,140,148,94,147,166,88,13,19,68,0,6,27,3,0,27,0,17,8,0,2,4,8,0,0,0,23,14,9,60,5,3,60,0,0,0,0,18,0,0,0,0,0,0,20,8,11,8,1,6,14,42,8,9,1,8,4,24,22,1,38,29,5,64,0,11,27,6,2,12,4,8,1,0,6,5,0,0,0,442,25,96,262,85,8,442,12,7,58,4,33,268,1276,575,11,7,0
2050,Richarlison,27,Tottenham,Attaquant,Premier League,9,2,279,3,2,1,3,2,0,0,1,0,1,1,0,2,8,10,17,0,0,0,0,0,0,0,0,0,0,3,8,2,5,0,0,2,1,0,1,0,1,0,0,0,0,0,49,75,65,750,272,24,32,75,16,26,61,5,7,71,0,4,7,4,2,10,0,4,7,1,7,0,3,0,0,0,8,7,14,33,6,3,50,1,0,0,0,8,0,0,0,0,0,0,4,3,0,3,1,0,0,0,0,1,1,0,0,4,8,0,31,12,2,66,0,7,21,0,1,8,2,6,1,1,4,4,0,0,0,116,8,19,62,36,12,116,9,1,11,7,77,56,310,138,8,7,3
2051,Diego Rico,31,Getafe,Défenseur,La Liga,21,20,1797,20,0,2,2,0,0,0,5,0,0,0,1,2,20,87,66,0,0,0,0,0,0,0,0,0,0,20,55,2,37,14,1,1,2,0,6,0,2,2,1,0,1,0,664,999,66,12205,6881,298,346,86,289,423,68,68,173,39,0,26,77,33,23,87,0,22,40,2,106,23,31,1,0,0,81,18,13,58,12,3,25,0,0,0,0,29,1,0,0,0,0,0,52,31,30,19,3,26,51,51,25,20,1,19,23,75,56,1,86,86,20,90,19,1,4,1,1,16,14,2,0,0,20,22,-1,0,1,1217,45,316,571,343,9,1217,10,4,40,4,40,442,1732,873,20,20,2
2052,Fabian Rieder,22,Stuttgart,Milieu,Bundesliga,17,6,668,7,1,3,4,1,0,0,0,0,1,1,1,3,14,30,43,0,0,0,0,0,0,0,0,0,0,7,28,3,15,4,2,4,3,0,5,0,2,1,1,0,1,0,226,318,71,3717,1020,112,129,86,86,112,76,22,50,44,1,11,20,8,2,30,0,8,8,0,34,6,12,1,0,0,35,3,9,25,16,6,37,2,0,0,0,20,5,0,0,0,0,0,15,12,3,8,4,7,22,31,15,8,1,7,6,21,3,1,39,35,6,70,1,11,23,4,1,13,15,-2,0,-1,16,12,3,0,0,391,1,46,168,185,14,391,14,7,50,7,50,193,1052,438,14,11,2
2053,Luis Rioja,31,Alavés,Attaquant,La Liga,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,45,70,27,3,4,75,2,5,40,0,1,0,0,1,0,0,0,1,0,1,1,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,2,50,1,2,0,2,0,2,0,0,23,1,0,0,0,1,23,0,0,0,1,-1,-3,-3,1,0,0,3,3,15,0,2,4,10,2,15,0,0,0,0,0,8,99,71,4,1,2
2054,Luis Rioja,31,Valencia,Milieu,La Liga,22,21,1831,20,5,1,6,3,2,2,3,0,2,1,2,3,55,52,124,0,0,0,0,0,0,0,0,0,0,20,46,2,36,3,4,1,1,1,7,0,5,1,0,1,0,0,500,762,65,8222,2149,276,326,84,167,239,69,44,122,36,-1,22,30,29,17,52,0,10,25,8,142,20,13,0,0,0,73,9,18,33,15,6,40,0,0,0,0,21,0,2,2,0,2,1,21,13,5,11,5,9,28,32,19,21,0,21,20,41,32,0,83,88,21,86,12,1,30,0,1,22,29,-7,0,1,22,26,-4,0,1,956,24,163,363,444,39,954,58,28,48,21,36,493,3538,1645,55,35,14
2055,Rodrigo Riquelme,24,Atlético Madrid,Défenseur,La Liga,11,4,414,4,0,1,1,0,0,0,0,0,0,0,0,1,35,19,48,0,0,0,0,0,0,0,0,0,0,4,20,4,19,1,0,0,0,0,1,0,1,0,0,0,0,0,166,206,80,2246,596,100,114,87,51,58,87,5,18,27,0,10,12,7,1,19,0,4,6,4,21,1,3,0,0,0,14,3,3,50,12,4,33,2,0,0,0,17,1,0,0,0,0,0,8,3,3,5,0,4,9,44,5,2,0,2,1,9,3,0,38,20,4,72,1,7,18,11,2,10,2,8,1,0,9,3,6,1,0,269,6,35,102,139,18,269,18,4,22,12,66,190,1365,787,35,18,8
2056,Alberto Risco,19,Getafe,Milieu,La Liga,5,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,6,7,5,0,0,1,0,0,0,0,0,0,0,0,0,0,25,34,73,340,98,15,18,83,6,8,75,2,4,50,0,4,1,4,3,3,0,1,2,0,4,0,4,0,0,0,5,1,3,25,4,1,25,5,1,0,0,21,0,0,0,0,0,0,4,4,2,0,2,1,6,16,5,2,0,2,0,4,0,0,14,3,0,0,0,5,14,6,0,2,0,2,2,2,1,0,0,1,1,57,0,7,17,34,5,57,6,1,16,5,83,32,153,79,3,3,2
2057,Mihailo Ristić,29,Celta Vigo,Milieu,La Liga,5,3,202,2,0,1,1,0,0,0,1,0,0,0,0,0,1,4,8,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,91,121,75,1522,495,45,50,90,38,47,80,7,18,38,1,1,5,0,0,4,0,6,2,0,4,1,3,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,1,3,33,2,0,0,0,1,4,6,0,40,9,3,62,0,2,9,7,1,3,2,1,0,0,1,2,0,0,0,150,6,49,63,41,0,150,10,2,20,7,70,81,385,154,1,2,0
2058,Lars Ritzka,26,St. Pauli,Défenseur,Bundesliga,11,6,494,5,0,0,0,0,0,0,1,0,0,0,0,0,3,10,18,0,0,0,0,0,0,0,0,0,0,5,9,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,178,241,73,3002,1033,82,95,86,88,108,81,8,27,29,0,4,12,3,1,10,0,3,2,0,11,6,19,0,0,0,18,0,12,0,5,0,0,0,0,0,0,24,0,0,0,0,0,0,32,19,19,10,3,17,28,60,11,11,2,9,6,38,23,0,45,26,6,68,1,5,18,6,1,4,4,0,0,0,5,6,-1,0,0,323,21,120,140,63,4,323,1,0,0,1,100,87,327,167,3,2,0
2059,Gorka Rivera Alonso,20,Getafe,Défenseur,La Liga,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,45,94,27,1,2,50,4,7,57,0,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,100,0,0,0,0,0,2,0,0,20,1,0,0,0,1,20,1,0,0,0,0,0,0,0,0,0,-1,-1,17,0,7,8,2,0,17,2,0,0,1,50,5,23,5,0,0,0
2060,Sergi Roberto,33,Como,Milieu,Serie A,10,7,619,6,0,1,1,0,0,0,3,0,0,0,0,1,8,33,15,0,0,0,0,0,0,0,0,0,0,6,23,3,19,3,0,1,0,0,1,0,1,0,0,0,0,0,399,440,90,5247,1224,265,283,93,107,110,97,12,17,70,0,15,24,5,0,33,0,7,11,0,5,9,7,0,2,0,46,7,8,46,6,1,16,0,0,0,0,23,0,0,0,0,0,0,13,7,5,4,4,5,6,83,1,6,1,5,9,22,13,0,62,28,7,77,3,3,26,1,1,12,10,2,0,1,9,8,1,0,0,511,17,95,305,114,7,511,9,3,33,5,55,294,1361,690,8,13,1
2061,Andrew Robertson,30,Liverpool,Défenseur,Premier League,22,20,1650,18,0,0,0,0,0,0,2,1,0,0,3,3,43,124,66,0,0,0,0,0,0,0,0,0,0,18,56,3,46,9,0,0,0,1,2,0,2,0,0,0,0,0,1115,1327,84,18693,5660,547,576,95,474,543,87,80,167,47,-3,30,107,22,14,124,0,7,5,0,109,11,17,0,1,0,77,3,7,30,6,2,33,0,0,0,0,15,0,0,0,0,0,0,28,17,16,9,3,21,33,63,12,8,4,4,11,39,33,1,75,79,20,81,11,2,19,1,2,48,19,29,1,0,43,17,26,1,0,1452,60,360,664,438,31,1452,8,3,37,4,50,779,3480,1990,43,38,3
